codgeo;libgeo;p21_pop
85196;Saint-André-Goule-d'Oie;1924
52030;Autigny-le-Petit;53
15191;Saint-Illide;642
61240;Macé;418
18067;Clémont;706
76344;Haudricourt;440
62781;Sauchy-Lestrée;452
28159;La Framboisière;342
62468;Humières;210
14336;Hottot-les-Bagues;468
76174;Cideville;416
08477;Villers-devant-Mouzon;107
01262;Montluel;6838
38543;Vézeronce-Curtin;2193
10393;Vallentigny;183
79273;Saint-Martin-de-Bernegoue;799
70254;Frédéric-Fontaine;266
52247;Illoud;202
56118;Locmiquélic;4075
51225;Écueil;334
68332;Tagolsheim;976
79040;La Boissière-en-Gâtine;230
47298;Sénestis;204
80130;Bovelles;420
11267;Ornaisons;1102
21510;Prusly-sur-Ource;157
18015;Aubigny-sur-Nère;5476
25074;Bonnétage;993
22304;Saint-Jean-Kerdaniel;680
08237;Joigny-sur-Meuse;637
31305;Loudet;197
41297;Yvoy-le-Marron;768
57412;Longeville-lès-Metz;3960
82076;L' Honor-de-Cos;1606
91235;Fleury-Mérogis;13983
02389;Jaulgonne;665
82017;Bessens;1478
04076;Entrevaux;801
16271;Puymoyen;2388
47205;Pindères;193
28423;Yermenonville;607
18281;Vignoux-sur-Barangeon;2095
14039;Barbery;780
31323;Martres-de-Rivière;396
57205;Falck;2550
52079;Brousseval;633
55311;Maizeray;26
76226;Écretteville-sur-Mer;155
54372;Moivrons;527
02674;Saint-Clément;49
05149;Saint-Léger-les-Mélèzes;368
95088;Bonneuil-en-France;1166
76348;Hautot-Saint-Sulpice;690
19240;Saint-Salvadour;303
71073;Chagny;5454
38505;Thodure;790
23009;Auge;91
29300;Le Trévoux;1609
72151;Juigné-sur-Sarthe;1139
34117;Graissessac;574
89137;Dannemoine;465
05051;Étoile-Saint-Cyrice;26
80222;Crécy-en-Ponthieu;1359
2B223;Pietralba;500
46208;Montvalent;302
24225;Lamonzie-Saint-Martin;2741
71363;Le Puley;81
43200;Saint-Julien-Chapteuil;2017
16218;Mesnac;409
95304;Hédouville;279
70380;Neurey-en-Vaux;151
80282;Érondelle;510
59458;Péronne-en-Mélantois;1004
89021;Asquins;285
55224;Haironville;572
79191;Niort;59309
67135;Ettendorf;751
69046;Charly;4606
35307;Saint-Pern;1039
46164;Lavercantière;253
78385;Ménerville;216
88401;Rouvres-la-Chétive;452
32372;Saint-Cricq;287
81080;Donnazac;65
57706;Vergaville;539
24359;Sadillac;109
71558;Varennes-Saint-Sauveur;1123
46043;Cahus;192
33134;Couquèques;266
82015;Belbèze-en-Lomagne;163
58180;Montsauche-les-Settons;514
26213;Moras-en-Valloire;687
38238;Moidieu-Détourbe;1980
68219;Mortzwiller;867
64043;Argelos;285
67486;Sundhouse;1824
53160;Montreuil-Poulay;375
62146;Boiry-Saint-Martin;263
60303;Hautbos;194
80006;Agenvillers;247
57736;Vry;624
77481;Vanvillé;187
46064;Catus;917
69179;Saint-Andéol-le-Château;4135
01114;Confort;685
60048;Baugy;282
21675;Vianges;37
90090;Saint-Dizier-l'Évêque;434
36118;Méobecq;370
24516;Salignac-Eyvigues;1185
43078;Coubon;3177
47174;Moncrabeau;737
17458;Vanzac;186
71585;Virey-le-Grand;1380
56215;Saint-Gonnery;1093
02273;Dury;196
39154;Clairvaux-les-Lacs;1426
52341;Morancourt;130
14578;Saint-Gatien-des-Bois;1332
77444;Sancy-lès-Provins;331
10217;Maison-des-Champs;34
04008;Annot;1017
18140;Massay;1348
64114;Bernadets;587
68019;Baltzenheim;558
50472;Saint-Georges-de-Livoye;206
2A048;Calcatoggio;507
15019;Bassignac;221
51433;Plichancourt;248
09242;Raissac;54
60645;Trie-la-Ville;306
86242;Saint-Romain;393
36017;La Berthenoux;363
25519;Saint-Hippolyte;939
02168;Château-Thierry;15204
62235;Condette;2469
01050;Boissey;386
56130;Merlevenez;3203
58024;Bazolles;280
03061;Charmes;381
09177;Madière;261
40006;Arengosse;709
24194;Gardonne;1590
54598;Xivry-Circourt;268
45175;Jouy-le-Potier;1567
85127;Longeville-sur-Mer;2413
74089;Cordon;977
51044;Beaumont-sur-Vesle;776
02153;Cessières;785
25019;Appenans;384
03320;Ygrande;777
38081;Charantonnay;1991
02617;Pouilly-sur-Serre;501
58147;Lurcy-le-Bourg;273
80501;Maison-Ponthieu;289
43198;Saint-Jean-Lachalm;301
91027;Athis-Mons;36222
08117;Chesnois-Auboncourt;161
23244;Saint-Sulpice-le-Dunois;570
38427;Saint-Michel-de-Saint-Geoirs;293
38486;Seyssins;7997
80786;Velennes;144
09336;Villeneuve-d'Olmes;960
59200;Eringhem;481
64236;Gayon;54
89442;Vernoy;239
09323;Vals;88
81178;Montgaillard;360
07086;Étables;957
41072;Crucheray;412
71056;Branges;2367
77159;Donnemarie-Dontilly;2747
31041;Bagiry;109
51562;Taissy;2187
19124;Mansac;1511
52375;Palaiseul;52
66021;Bompas;7619
08390;Sainte-Marie;78
70564;Villers-lès-Luxeuil;312
46056;Carayac;107
70087;Bourguignon-lès-Conflans;143
52414;Rachecourt-sur-Marne;750
79197;Oroux;98
65404;Sariac-Magnoac;156
34017;Aumes;501
51230;Épernay;22001
64522;Sévignacq-Meyracq;559
77185;Fleury-en-Bière;656
50591;Le Teilleul;1677
89309;Pont-sur-Yonne;3333
59447;Onnaing;8719
03137;Langy;269
49368;Vernantes;1986
23191;Saint-Éloi;178
80445;Humbercourt;259
11357;Saint-Martin-le-Vieil;212
21299;Gissey-sous-Flavigny;88
71521;Sigy-le-Châtel;106
32388;Sainte-Marie;407
26144;Grane;2068
57740;Waldwisse;809
72184;Mareil-en-Champagne;359
81028;Berlats;107
64115;Berrogain-Laruns;160
55522;Ugny-sur-Meuse;110
54052;Battigny;151
45047;Bouzonville-aux-Bois;410
91216;Épinay-sur-Orge;10760
57217;Flétrange;886
42177;Pouilly-sous-Charlieu;2576
42074;Coutouvre;1074
62732;Sachin;319
72185;Mareil-sur-Loir;659
45050;Boynes;1323
64493;Saint-Palais;2052
80304;Fay;96
01345;Saint-Denis-en-Bugey;2240
88031;Balléville;101
14319;Grentheville;984
16245;Nieuil;903
22164;Pédernec;1874
11086;Caves;888
76716;Turretot;1550
26321;Saint-Nazaire-le-Désert;206
62722;Rougefay;89
60065;Berthecourt;1595
71490;Saint-Vincent-Bragny;1005
57689;Valmestroff;340
28280;Nogent-le-Rotrou;9341
56242;Séglien;638
22219;Plouguenast;2406
64414;Narp;119
31106;Caraman;2506
63026;Aydat;2524
80796;Villeroy;177
61427;Saint-Martin-l'Aiguillon;189
11032;Bellegarde-du-Razès;253
57105;Boustroff;151
29040;Le Conquet;2799
07257;Saint-Julien-le-Roux;121
55068;Brabant-en-Argonne;104
58050;Challement;44
61001;Alençon;25555
39206;Écleux;220
72175;Luché-Pringé;1512
32165;Juilles;226
54261;Herserange;4253
89202;Irancy;249
76754;Yport;709
22249;Pont-Melvez;607
73236;Saint-Genix-sur-Guiers;2962
80273;Éplessier;343
76063;Beauval-en-Caux;463
27345;La Houssaye;206
57569;Rémeling;334
81193;Nages;339
09265;Saint-Jean-du-Falga;2860
43261;Vézézoux;626
77330;Nanteuil-lès-Meaux;6800
53028;Belgeard;564
46176;Livernon;713
36225;Le Tranger;176
31383;Montjoire;1280
59638;Wannehain;1331
09176;Luzenac;515
61372;Saint-Céneri-le-Gérei;111
48067;Gabriac;100
41294;Villiers-sur-Loir;1102
58045;La Celle-sur-Nièvre;158
12018;Balaguier-d'Olt;181
27125;Calleville;661
10260;Moussey;658
25073;Bonnay;830
14679;Subles;669
60229;Le Fayel;232
19027;Bonnefond;114
08185;Fumay;3151
33429;Saint-Léger-de-Balson;319
34026;Beaufort;218
55103;Charpentry;22
56174;Plumelin;2796
51599;Vaudemange;336
43118;Lavoûte-Chilhac;261
47263;Saint-Pardoux-du-Breuil;603
76600;Saint-Léonard;1713
23136;Mortroux;275
69005;Ambérieux;607
44140;La Regrippière;1506
69381;Lyon 1er Arrondissement;29016
68245;Obermorschwiller;406
51313;Lachy;339
30329;Thoiras;442
70036;Aulx-lès-Cromary;156
49045;La Breille-les-Pins;610
78478;Paray-Douaville;219
44007;Avessac;2450
53210;Saint-Denis-d'Anjou;1528
11039;La Bezole;49
42232;Saint-Haon-le-Châtel;633
54101;Brouville;126
70202;Demangevelle;266
33423;Saint-Julien-Beychevelle;616
85305;Vouvant;834
10110;Courteranges;578
22177;Pléguien;1412
71372;Romanèche-Thorins;2009
04142;Oppedette;47
02166;Chartèves;358
09200;Montbel;95
79320;Surin;664
14305;Gonneville-sur-Mer;661
58133;Héry;73
55316;Mangiennes;404
35363;Pont-Péan;4335
58201;Oudan;140
07097;Glun;693
27015;Andé;1310
29161;Pleuven;3247
47273;Saint-Robert;191
19209;Saint-Hilaire-les-Courbes;166
10179;Jeugny;465
36155;Pellevoisin;794
72237;Pirmil;498
35165;Marcillé-Robert;971
19241;Saint-Setiers;281
65214;Hachan;45
66096;Latour-de-France;1043
23145;Nouhant;289
25183;Cusance;77
89453;Villefargeau;1109
30031;La Bastide-d'Engras;203
63447;Vergheas;66
59467;Pont-sur-Sambre;2410
84068;Lourmarin;1042
77433;Saints;2035
50486;Saint-Jacques-de-Néhou;625
71241;Jambles;480
51576;Tours-sur-Marne;1383
79218;Pressigny;193
78053;Béhoust;498
16306;Saint-Christophe;312
24574;Veyrignac;331
08320;La Neuville-en-Tourne-à-Fuy;538
63210;Maringues;3127
23019;Beissat;28
80521;Maurepas;219
62425;Hendecourt-lès-Ransart;138
86061;Charroux;1072
33373;Saint-Antoine-sur-l'Isle;580
16227;Montignac-le-Coq;137
60057;Beauvais;56677
83107;Roquebrune-sur-Argens;14448
80154;Bussu;214
77233;Iverny;603
24346;Quinsac;384
07331;Vals-les-Bains;3485
13053;Mallemort;6172
37107;Ferrière-Larçon;237
05115;Remollon;463
88238;Hennezel;387
31152;Coueilles;96
30189;Nîmes;148104
60354;Laverrière;29
42015;Belmont-de-la-Loire;1448
65113;Burg;285
50536;Saint-Pierre-d'Arthéglise;164
85046;La Chaize-le-Vicomte;3838
65461;Vidou;91
63280;Pignols;343
21130;Chambeire;405
80036;Aubigny;530
2A357;Zérubia;47
02284;Erloy;102
31455;Rieux-Volvestre;2619
55278;Laneuville-au-Rupt;196
2A104;Eccica-Suarella;1357
63106;Chauriat;1740
59019;Artres;1064
78185;Courgent;382
39523;Syam;185
59378;Marcq-en-Baroeul;39356
63469;Vollore-Ville;710
81117;Labessière-Candeil;742
89134;Cussy-les-Forges;326
65207;Gourgue;62
88233;Harol;645
02075;Berthenicourt;193
52016;Arbot;67
16045;Birac;369
77465;Thoury-Férottes;643
21709;Viserny;179
43020;Bas-en-Basset;4546
01093;Châtillon-sur-Chalaronne;5059
49089;Chazé-sur-Argos;1049
80283;Esclainvillers;161
11369;Sallèles-d'Aude;3064
24509;Saint-Vincent-de-Connezac;669
63412;Sauvessanges;531
35040;Breteil;3670
68037;Biltzheim;480
40199;Mouscardès;269
60269;Gaudechart;346
77021;Barbey;153
40086;Coudures;543
53013;Averton;557
26259;Ratières;272
56143;Muzillac;5041
2B222;Pie-d'Orezza;38
55263;Koeur-la-Grande;162
81295;Teillet;445
50023;Auvers;692
88519;La Voivre;664
56048;Le Croisty;732
73280;Saint-Sorlin-d'Arves;348
31591;Escoulis;78
32318;Pis;100
87149;Saint-Hilaire-la-Treille;362
50070;Boutteville;64
61084;Champcerie;176
32303;Pallanne;62
46066;Cazals;644
11046;Bourigeole;55
59150;Cobrieux;544
15167;Rouziers;113
88366;Rainville;278
31224;Gourdan-Polignan;1180
31028;Aurignac;1242
72351;Tennie;1034
79340;Vausseroux;326
52499;Vaillant;44
23196;Saint-Frion;254
89015;Arcy-sur-Cure;477
30077;Cendras;1626
02659;Rouvroy;506
03074;Chevagnes;641
02259;Dampleux;386
04135;Moustiers-Sainte-Marie;706
55062;Bouconville-sur-Madt;105
19030;Brignac-la-Plaine;967
76515;Quiberville;532
51106;Cernon;127
76412;Martainville-Épreville;715
57442;Many;245
70389;Noiron;58
81161;Massals;113
79249;Saint-Gelais;2183
82099;Lizac;537
64026;Anhaux;377
32313;Pessoulens;138
47293;Sauveterre-Saint-Denis;383
14365;Lion-sur-Mer;2521
73069;Chamoux-sur-Gelon;959
21445;La Motte-Ternant;148
54540;Val-et-Châtillon;562
17426;Le Seure;267
71553;Vareilles;276
24029;Beaupouyet;542
15065;Espinasse;78
02461;Marest-Dampcourt;356
02586;Parfondeval;139
55412;Rambucourt;188
24297;Moulin-Neuf;948
35330;Taillis;1022
57373;Lachambre;919
38443;Saint-Pierre-de-Chérennes;466
28142;Ermenonville-la-Petite;185
42302;Sorbiers;8042
01275;Neyron;2538
66055;Corbère;778
36052;Chouday;150
88166;Évaux-et-Ménil;359
15082;Junhac;291
76584;Saint-Germain-sur-Eaulne;222
89043;Blacy;98
2B346;Vescovato;3212
13086;Roquevaire;8673
02369;Harcigny;243
17114;Coivert;201
65255;Lançon;31
64241;Géronce;485
66187;Saint-Paul-de-Fenouillet;1757
70020;Andelarrot;244
21255;Étaules;359
77255;Livry-sur-Seine;2215
34089;Creissan;1371
02711;Serches;279
84099;Robion;4746
64185;Cette-Eygun;59
51514;Saint-Remy-sous-Broyes;110
16416;Vitrac-Saint-Vincent;494
59037;Avesnes-les-Aubert;3606
39363;Montrevel;83
07326;Usclades-et-Rieutord;113
21071;Bèze;721
07032;Berzème;159
79177;Messé;202
26264;Rémuzat;315
64448;Poey-de-Lescar;1821
54376;Montenoy;403
95428;Montmorency;21870
33522;Talence;45225
57317;Hérange;105
76750;Yainville;1037
24492;Sainte-Radegonde;71
08405;Sauville;238
60391;Maysel;216
47029;Blanquefort-sur-Briolance;511
02612;Pont-Arcy;121
03179;Montaigu-le-Blin;300
45313;Sougy;817
16331;Saint-Laurent-des-Combes;91
11245;Montgaillard;37
62802;Le Souich;188
28026;Baudreville;239
90085;Riervescemont;90
62042;Athies;1059
59583;Taisnières-en-Thiérache;476
84016;Bédarrides;5410
83085;La Motte;2968
22263;Le Quiou;351
29158;Penmarch;5130
02773;Vauxtin;40
76618;Saint-Martin-en-Campagne;9625
41094;Fresnes;1186
71137;Cluny;4990
21406;Mesmont;253
54407;Ognéville;94
66173;Saint-Féliu-d'Amont;1231
25376;Mérey-Vieilley;159
30234;Saint-Bénézet;287
18128;Limeux;168
24351;Ribagnac;323
39034;Balaiseaux;308
86075;Chouppes;783
33126;Civrac-de-Blaye;818
60227;Évricourt;224
07299;Saint-Symphorien-de-Mahun;118
62248;Courcelles-le-Comte;476
19168;Pradines;79
29008;Beuzec-Cap-Sizun;1012
33295;Mouillac;88
40196;Montsoué;563
27306;Guichainville;3067
62017;Aix-en-Ergny;202
80606;Oisemont;1130
30089;Comps;1720
24082;Carsac-Aillac;1541
34029;Bélarga;668
36218;Sougé;145
08249;Laval-Morency;235
91112;Brouy;123
71075;Chalmoux;634
28137;Écrosnes;823
50161;Le Dézert;603
07294;Saint-Sauveur-de-Cruzières;555
29251;Saint-Jean-du-Doigt;667
50500;Saint-Laurent-de-Terregatte;654
27396;Ménesqueville;472
19273;Turenne;805
83120;Saint-Zacharie;5931
39422;Plainoiseau;515
04186;Saint-Laurent-du-Verdon;92
60343;Lalande-en-Son;602
70493;Sorans-lès-Breurey;447
06045;Collongues;76
84140;Vaugines;557
26004;Alixan;2645
43240;Solignac-sous-Roche;264
34338;Villeneuvette;67
38497;Sousville;145
37037;Brèches;204
59385;Marpent;2654
32248;Mauroux;142
33337;Preignac;2145
28047;Boisville-la-Saint-Père;717
40167;Luxey;655
07188;Quintenas;1729
62602;Nempont-Saint-Firmin;201
61256;Médavy;151
39582;Voiteur;784
60242;Fontaine-Lavaganne;504
45347;Vrigny;808
36148;Oulches;413
13212;Marseille 12e  Arrondissement;63108
30005;Aiguèze;213
38369;Sainte-Blandine;1001
2B172;Murato;567
02725;Sommeron;136
38300;Penol;369
40310;Soustons;8421
22122;Laurenan;739
16123;Échallat;477
2A254;Quenza;190
72050;Brûlon;1529
40203;Nassiet;322
74315;Yvoire;1068
45327;Traînou;3435
16260;Pillac;263
12057;Cassagnes-Bégonhès;938
39263;Grozon;382
36046;La Châtre;4034
54071;Bezange-la-Grande;163
71406;Saint-Didier-en-Brionnais;123
19205;Saint-Geniez-ô-Merle;90
11186;Lairière;53
54495;Saulxures-lès-Nancy;4285
61248;Mantilly;511
31115;Castelgaillard;57
34079;Clermont-l'Hérault;9269
2B116;Focicchia;30
01446;Villeneuve;1569
89235;Magny;875
37144;Marçay;509
49138;Fontaine-Guérin;2543
17205;Loire-les-Marais;386
31388;Montpitol;356
71135;Clessé;854
77450;Servon;3396
87124;Rilhac-Lastours;377
46249;Saint-Bressou;122
38404;Saint-Jean-le-Vieux;284
81053;Cambounès;336
02786;Verneuil-sous-Coucy;129
64381;Méritein;277
49161;La Jaille-Yvon;341
36012;Baraize;362
27338;Les Hogues;681
51045;Beaunay;103
54391;Moutiers;1579
38515;Trept;2135
28269;Morancez;1918
51206;Dampierre-le-Château;116
71391;Saint-Bérain-sur-Dheune;549
88215;Grandrupt;76
80008;Aigneville;901
88202;Gircourt-lès-Viéville;193
32422;Scieurac-et-Flourès;42
76606;Morienne;187
80279;Ercheu;758
88197;Gerbamont;353
15080;Joursac;149
76570;Saint-Crespin;316
33116;Cazats;401
25218;Épenouse;167
57232;Francaltroff;769
39027;Augisey;183
63382;Saint-Pardoux;417
24252;Marcillac-Saint-Quentin;829
74163;Margencel;2249
26289;Saillans;1405
69198;Saint-Étienne-la-Varenne;769
83016;Le Beausset;10007
33539;Vayres;4204
87094;Meilhac;522
44114;Orvault;27872
51213;Dommartin-sous-Hans;50
15111;Madic;206
03315;Villefranche-d'Allier;1268
84121;Sannes;292
15121;Maurines;108
47280;Saint-Sylvestre-sur-Lot;2380
03003;Ainay-le-Château;984
39137;Chemilla;423
67455;Schoenenbourg;703
77397;Saâcy-sur-Marne;1864
53140;Louverné;4355
08163;Faissault;259
25188;Dambenois;738
47276;Saint-Sardos;296
93066;Saint-Denis;113942
02563;Noyales;153
64456;Pouliacq;50
21607;Seurre;2314
46297;Salviac;1205
08005;Alincourt;160
38211;Lieudieu;349
59083;Bissezeele;246
72034;Bérus;433
61080;Chahains;84
11005;Alairac;1364
78164;Clairefontaine-en-Yvelines;840
30210;Quissac;3373
22118;Lanvallay;4222
21088;Boncourt-le-Bois;274
02766;Vaudesson;237
21050;Baubigny;209
22105;Languenan;1148
57468;Mittelbronn;658
83023;Brignoles;17664
18010;Ardenais;201
28135;Droue-sur-Drouette;1195
14346;Juaye-Mondaye;691
66154;Puyvalador;59
65075;Bazus-Aure;140
32235;Margouët-Meymes;154
31529;Samouillan;111
65126;Campuzan;142
2A228;Pietrosella;1968
82192;Verlhac-Tescou;552
12069;Combret;259
09255;Saint-Amans;
60630;Thibivillers;198
02681;Saint-Gobert;282
70056;Baulay;319
95177;Cormeilles-en-Vexin;1285
07082;Dornas;200
77256;Lizines;183
58231;Saint-Aubin-les-Forges;383
62529;Lorgies;1609
38544;Vienne;31051
62496;Lefaux;224
55472;Saulvaux;114
76258;Fauville-en-Caux;4208
18162;Neuilly-en-Sancerre;249
87062;Eybouleuf;471
60340;Lagny;525
54542;Valleroy;2335
72323;Saint-Victeur;445
47128;Lafox;1090
91581;Saint-Yon;905
58252;Saint-Malo-en-Donziois;134
51124;Chantemerle;49
23125;Le Mas-d'Artige;96
01360;Saint-Jean-de-Gonville;1988
42103;La Grand-Croix;5026
38141;Culin;756
37177;Orbigny;711
30228;Sainte-Anastasie;1742
10356;Saint-Oulph;318
02503;Mont-d'Origny;826
21020;Arconcey;221
35066;Chartres-de-Bretagne;8237
76551;Sainneville;854
40289;Sarraziet;248
23033;La Brionne;453
01101;Chevillard;150
76650;Saint-Sauveur-d'Émalleville;1226
74206;Orcier;1067
60141;Chantilly;10652
53141;Louvigné;1171
47131;Lagupie;692
29075;Guipavas;15460
17011;Annepont;394
11183;Ladern-sur-Lauquet;265
58248;Saint-Laurent-l'Abbaye;213
55080;Brixey-aux-Chanoines;78
56213;Saint-Gérand;1312
55210;Gimécourt;39
03279;Teillet-Argenty;554
76469;Nolléval;420
26140;Geyssans;722
01167;Garnerans;658
57483;Morhange;3377
34153;Les Matelles;2047
2B356;Zalana;148
49070;Chanteloup-les-Bois;690
27025;Autheuil-Authouillet;946
03015;Bagneux;330
88111;Coinches;349
72291;Saint-Jean-de-la-Motte;965
77252;Limoges-Fourches;573
32124;Espaon;186
59021;Assevent;1796
69092;Gleizé;7614
54238;Gripport;273
16142;La Forêt-de-Tessé;208
04005;Allons;123
49100;Cizay-la-Madeleine;470
44033;La Chapelle-Launay;3221
59647;Watten;2577
70430;La Quarte;65
22018;Brélidy;304
21558;Sainte-Marie-la-Blanche;907
38073;Chantelouve;206
15264;Vitrac;270
65001;Adast;300
38076;La Chapelle-de-la-Tour;1918
55490;Sivry-sur-Meuse;335
38192;Hurtières;213
80779;Vauchelles-les-Quesnoy;822
29031;Clohars-Carnoët;4651
14326;Hermival-les-Vaux;843
25230;Exincourt;3245
55162;Domremy-la-Canne;30
41059;Contres;6719
12222;Saint-Félix-de-Sorgues;182
61143;Damigny;2406
59386;Marquette-lez-Lille;11213
50419;Quettreville-sur-Sienne;3188
33372;Saint-Antoine-du-Queyret;57
65387;Saint-Lanne;122
60609;Savignies;923
17085;Champdolent;413
89201;Héry;1778
67466;Siegen;508
60597;Saint-Sauveur;1743
38230;Meyrié;1067
61195;Le Grais;201
14708;Tracy-Bocage;297
10428;Ville-sur-Terre;99
27130;Capelle-les-Grands;414
05184;Vitrolles;214
02426;Levergies;541
28259;Montboissier;335
70279;Gray;5551
64231;Garindein;472
74145;Juvigny;629
972205;Case-Pilote;4499
88025;Avranville;70
21102;Brazey-en-Morvan;145
73247;Saint-Jean-de-la-Porte;964
32379;Saint-Germier;213
54001;Abaucourt;317
33017;Aubiac;283
01439;Vésines;98
76585;Saint-Gilles-de-Crétot;392
62119;Béthune;24992
89486;Yrouerre;149
80090;Berny-en-Santerre;150
56039;La Chapelle-Neuve;989
91175;Corbreuse;1706
54144;Crévéchamps;365
76390;Les Loges;1119
31405;Ore;121
81146;Livers-Cazelles;238
17237;Moëze;597
54535;Tronville;197
78655;Vieille-Église-en-Yvelines;612
2B107;Ersa;136
83147;Vérignon;9
16041;Bessac;116
84045;Faucon;452
16141;Fontenille;332
80238;Dernancourt;534
36200;Saint-Marcel;1509
88502;Vervezelle;126
40074;Castel-Sarrazin;574
81016;Arfons;167
12288;Valady;1598
76121;Bosc-Édeline;368
22287;Saint-Donan;1456
14593;Saint-Hymer;680
71106;Charolles;2819
23068;Cressat;516
62694;Rebreuve-sur-Canche;188
32133;Fourcès;261
89116;Cornant;360
50078;Bretteville-sur-Ay;427
43204;Saint-Julien-Molhesabate;168
24421;Saint-Geyrac;193
51601;Vavray-le-Grand;164
24318;Paunat;317
17195;La Jarrie-Audouin;273
24533;Servanches;78
73271;Saint-Pierre-d'Alvey;313
65309;Mazouau;14
89464;Villeneuve-sur-Yonne;5136
41045;Chaumont-sur-Loire;1086
62833;Vacquerie-le-Boucq;73
74285;Usinens;422
63331;Saint-Clément-de-Valorgue;235
03316;Villeneuve-sur-Allier;1051
33381;Saint-Caprais-de-Bordeaux;3440
17074;Bussac-Forêt;1085
86170;Moulismes;364
07068;Colombier-le-Jeune;568
81138;Lasgraisses;569
10239;Mesnil-Sellières;583
10231;Le Mériot;623
54458;Repaix;112
57067;Bertrange;2859
71291;Melay;955
76666;Saumont-la-Poterie;414
25449;Péseux;138
19163;Le Pescher;335
37165;Neuil;434
31180;Falga;144
66040;Casefabre;43
59307;Holque;871
67106;Drusenheim;5292
57297;Harprich;185
33147;Daignac;467
87044;Chéronnac;316
84072;Mazan;6269
10278;Pargues;138
21420;Molinot;158
32333;Projan;182
78126;La Celle-Saint-Cloud;20476
44157;Saint-Étienne-de-Mer-Morte;1742
46132;Issendolus;516
28378;Souancé-au-Perche;505
63265;Orléat;2234
08458;Tourteron;179
09321;Ussat;309
72165;Lombron;1900
62074;Bailleulval;230
2A271;Sarrola-Carcopino;3278
18132;Lugny-Champagne;138
81019;Assac;148
41046;Chaumont-sur-Tharonne;1054
54311;Lenoncourt;591
63323;Saint-Bonnet-le-Bourg;175
18126;Levet;1371
69014;Aveize;1115
57694;Vany;465
40087;Créon-d'Armagnac;344
22316;Saint-Mayeux;463
24399;Saint-Étienne-de-Puycorbier;108
54141;Coyviller;154
48176;Saint-Pierre-des-Tripiers;93
70433;Quincey;1380
53162;Moulay;981
25374;Mercey-le-Grand;542
55122;Commercy;5319
91326;Juvisy-sur-Orge;18424
10331;Rumilly-lès-Vaudes;573
89257;Migennes;7068
23007;Ars;232
18082;Cuffy;1019
78072;Boinvilliers;245
62259;Croisilles;1942
82182;Touffailles;335
59121;Cagnoncles;645
68132;Helfrantzkirch;733
39078;Brevans;697
06078;Malaussène;324
27378;La Madeleine-de-Nonancourt;1139
93061;Le Pré-Saint-Gervais;16865
21361;Lux;508
28092;Châtenay;232
42007;Arcinges;217
37255;Tavant;262
60394;Ménévillers;104
79251;Saint-Génard;728
59339;Leers;9588
03159;Malicorne;773
37174;Nouâtre;802
59213;Estourmel;455
72041;Bouër;350
16191;Lonnes;186
66204;Taurinya;326
45338;Villemandeur;6846
69093;Grandris;1198
01234;Marignieu;167
17065;Breuil-Magné;1863
86281;Vendeuvre-du-Poitou;5620
55095;Cesse;108
62598;Muncq-Nieurlet;698
02724;Sommelans;59
22307;Saint-Julien;2066
11117;Davejean;131
27577;Sainte-Opportune-la-Mare;432
28245;Meslay-le-Grenet;372
80574;Mouflers;96
33222;Lalande-de-Pomerol;643
19015;Ayen;709
81022;Bannières;208
04013;Aubignosc;614
86117;Jouhet;518
07093;Genestelle;272
18013;Arpheuilles;299
77080;Champcenest;196
41123;Marchenoir;682
11359;Saint-Michel-de-Lanès;483
28062;Broué;882
12024;Belcastel;192
973309;Remire-Montjoly;27274
78082;Boissy-Mauvoisin;632
52445;Saint-Broingt-le-Bois;69
50115;Champcervon;389
43075;Collat;72
07052;Champis;637
68083;Eschbach-au-Val;373
25014;Amagney;941
54380;Mont-le-Vignoble;417
53056;La Chapelle-Anthenaise;960
76642;Saint-Pierre-le-Viger;268
71071;Céron;263
58281;Suilly-la-Tour;582
32053;Bézues-Bajon;188
57436;Malaucourt-sur-Seille;128
68258;Pulversheim;3080
88148;Dommartin-lès-Remiremont;1880
17421;Saujon;7183
11293;Pomas;954
78050;Bazoches-sur-Guyonne;674
56068;La Grée-Saint-Laurent;312
59103;Boussières-sur-Sambre;513
25091;Les Bréseux;480
50019;Aucey-la-Plaine;414
59551;Saméon;1738
55399;Pareid;113
76100;Blainville-Crevon;1227
82112;Moissac;13748
57746;Willerwald;1529
54044;Barbas;199
61071;Camembert;169
56123;Malansac;2244
15105;Leyvaux;35
64325;Lasseubetat;202
88042;Bazien;80
51262;Frignicourt;1769
80585;Nesle;2308
80604;Offignies;85
70012;Amance;664
25142;Chaux-Neuve;328
62279;Duisans;1383
70332;Marast;53
36164;Pouligny-Saint-Martin;230
10242;Meurville;155
10398;Vaucogne;73
27307;Guiseniers;481
71527;Sommant;194
27038;Les Barils;273
59072;Bersillies;250
60171;Courtieux;177
40138;Lacrabe;285
29136;Locunolé;1169
73030;Barby;3553
84073;Ménerbes;979
62579;Monchy-au-Bois;546
51058;Bezannes;4011
31394;Moustajon;126
79310;Secondigné-sur-Belle;495
14367;Lison;429
25231;Eysson;120
62375;Gommecourt;88
15236;Thiézac;600
33476;Saint-Seurin-de-Cadourne;696
37104;Esvres;6208
63384;Saint-Pierre-la-Bourlhonne;134
60325;Jaux;2264
90050;Frais;240
57153;Corny-sur-Moselle;2156
63174;Grandval;119
67275;Lupstein;820
05074;Lettret;203
