codgeo;libgeo;p21_pop
77476;Trocy-en-Multien;228
73130;Grignon;2085
64343;Limendous;723
55028;Bantheville;106
76245;Eslettes;1641
35061;La Chapelle-Erbrée;729
23113;Lupersat;293
64297;Lacarre;178
02190;Chivres-Val;527
17373;Saint-Médard-d'Aunis;2349
52518;Vesaignes-sur-Marne;102
35098;La Dominelais;1403
31054;Beauteville;195
87118;Peyrilhac;1331
11281;Pexiora;1253
46293;Saint-Sozy;485
59226;Felleries;1455
35327;Servon-sur-Vilaine;3864
38259;Montseveroux;996
21464;Nuits-Saint-Georges;5309
88099;Chavelot;1368
38098;Chélieu;741
30308;Sanilhac-Sagriès;813
59574;Somain;11790
86253;Sanxay;549
55433;Rigny-la-Salle;366
90103;Vétrigne;657
60491;Pierrefonds;1882
85155;Mouilleron-le-Captif;5037
24279;Monmarvès;62
31094;Buzet-sur-Tarn;2850
07311;Sceautres;152
80828;Woirel;54
55425;Remoiville;131
02451;Magny-la-Fosse;122
95139;La Chapelle-en-Vexin;318
76604;Saint-Mards;174
07240;Saint-Georges-les-Bains;2412
41230;Saint-Sulpice-de-Pommeray;1842
27146;La Chapelle-Bayvel;378
54280;Joeuf;6560
95447;Neuilly-en-Vexin;235
51247;Fèrebrianges;145
2A115;Foce;151
16157;Le Grand-Madieu;156
66045;Catllar;743
06006;Aspremont;2300
68344;Urbès;438
30293;Saint-Privat-de-Champclos;347
35260;Saint-Christophe-des-Bois;559
09194;Mirepoix;3120
33283;Mesterrieux;225
28360;Saint-Sauveur-Marville;925
85103;Grosbreuil;2220
59018;Arnèke;1561
62531;Louches;941
19145;Moustier-Ventadour;440
26266;Rimon-et-Savel;23
71388;Saint-Aubin-en-Charollais;481
11146;Floure;418
15230;Sourniac;196
19009;Les Angles-sur-Corrèze;126
67509;Volksberg;351
57643;Secourt;200
02272;Droizy;76
07143;Limony;801
86198;Pouillé;723
06120;Saint-Étienne-de-Tinée;1341
19153;Objat;3699
36070;Éguzon-Chantôme;1317
59463;Pitgam;976
64200;Doazon;181
30057;Cabrières;1746
11038;Bessède-de-Sault;51
73196;Pallud;799
37140;Luzé;262
09038;La Bastide-de-Besplas;377
18260;Tendron;88
27440;Notre-Dame-de-l'Isle;648
07124;Lafarre;43
54090;Bouxières-aux-Dames;4134
38460;Saint-Sulpice-des-Rivoires;429
88183;Frebécourt;346
72343;Souvigné-sur-Sarthe;613
64499;Salies-de-Béarn;4545
08229;Houdilcourt;137
02599;Pierremande;251
60176;Crépy-en-Valois;14217
18073;Corquoy;199
31122;Casties-Labrande;101
58009;Arbourse;125
33479;Saint-Sève;250
94053;Noiseau;4610
38023;Avignonet;202
85261;Sainte-Pexine;291
30200;Pompignan;929
43051;Le Chambon-sur-Lignon;2400
07222;Saint-Cierge-sous-le-Cheylard;213
02188;Chigny;143
25163;Corcelle-Mieslot;100
31283;Lautignac;254
30270;Saint-Jean-du-Pin;1544
43056;Chanteuges;414
37191;Razines;225
64328;Ledeuix;1027
07184;Pranles;512
86246;Saint-Savin;817
08372;Rubigny;66
57029;Arriance;217
62317;Étaing;453
65249;Lalanne;100
60148;Chèvreville;409
54224;Germonville;126
46031;Blars;133
29114;Lannéanou;344
27239;Ferrières-Saint-Hilaire;416
57473;Moncourt;64
14698;Touffréville;391
11022;Azille;1132
59579;Steene;1365
21521;Remilly-sur-Tille;929
10286;Petit-Mesnil;202
80019;Allery;809
24453;Saint-Martin-de-Fressengeas;362
51596;Vauchamps;350
33245;Lignan-de-Bordeaux;836
2B234;Piobetta;17
71032;Berzé-la-Ville;701
62296;Enquin-sur-Baillons;256
58241;Saint-Germain-Chassenay;311
68243;Oberlarg;137
23101;Jouillat;378
13094;Saint-Étienne-du-Grès;2486
06139;Thiéry;103
42216;Saint-Denis-sur-Coise;676
77077;Chambry;1038
81254;Saint-Jean-de-Marcel;382
62263;Dainville;5703
38095;Chatte;2463
42272;Saint-Pierre-de-Boeuf;1698
24573;Verteillac;549
32033;Bazian;108
31249;Labastide-Beauvoir;1240
67144;Fouday;358
60377;Maisoncelle-Tuilerie;282
91469;Ormoy-la-Rivière;940
76325;Grémonville;449
02435;Logny-lès-Aubenton;83
74170;Massingy;863
10352;Sainte-Maure;1766
10083;Chappes;350
2B111;Felce;50
57664;Tarquimpol;61
47036;Bourlens;372
22065;Goudelin;1720
36137;Néons-sur-Creuse;359
22178;Pléhédel;1327
28148;Le Favril;371
54023;Arracourt;250
87110;Oradour-sur-Glane;2500
78688;Voisins-le-Bretonneux;10721
55322;Marson-sur-Barboure;54
95028;Attainville;1765
06161;Villeneuve-Loubet;16779
80529;Mérélessart;191
04070;Digne-les-Bains;17192
11315;Rieux-Minervois;1975
70490;Servigney;126
55087;Bure;84
02279;Épaux-Bézu;544
09209;Montjoie-en-Couserans;1002
39493;Saint-Maurice-Crillat;237
76596;Saint-Laurent-de-Brèvedent;1488
89063;La Celle-Saint-Cyr;828
05110;Puy-Saint-Vincent;280
07076;Cruas;3009
11198;Laure-Minervois;1000
24248;Lussas-et-Nontronneau;287
04236;Vergons;111
45079;Le Charme;158
25241;Flagey;137
37083;Cormery;1818
51632;Villers-en-Argonne;222
58234;Saint-Bonnot;143
15135;Montvert;112
70121;Champey;825
27613;Saint-Vincent-du-Boulay;373
63166;Gignat;252
58158;Mars-sur-Allier;302
02432;Limé;191
33043;Bellebat;323
14160;Cintheaux;181
09327;Ventenac;237
77420;Saint-Mard;3847
45241;Ouvrouer-les-Champs;543
31363;Montbernard;213
59053;Bavay;3246
69036;Cercié;1138
17367;Saint-Martin-de-Juillers;153
88285;Mandres-sur-Vair;438
62691;Rebecques;842
68280;Rodern;390
35127;Guignen;4081
16255;Parzac;139
72008;Arnage;5482
57702;Vaxy;169
50190;Fontenay-sur-Mer;166
31418;Pin-Balma;989
89228;Lindry;1354
95452;Nointel;877
11441;Vinassan;2671
28163;Fresnay-le-Gilmert;218
66168;Saint-André;3400
93039;L' Île-Saint-Denis;8664
16185;Ligné;152
57035;Assenoncourt;114
71568;Vérissey;56
15118;Marmanhac;705
03230;Saint-Étienne-de-Vicq;527
45046;Boulay-les-Barres;1052
21331;Labergement-lès-Auxonne;338
04051;Châteauneuf-Miravail;74
38547;Villard-Bonnot;7331
85232;Saint-Hilaire-le-Vouhis;1090
76158;Canville-les-Deux-Églises;313
95563;Saint-Leu-la-Forêt;15979
62029;Amettes;464
08083;Brévilly;363
12300;Villefranche-de-Rouergue;11720
42002;Ailleux;182
69389;Lyon 9e  Arrondissement;52903
30186;Nages-et-Solorgues;2107
23251;Tardes;120
72012;Assé-le-Riboul;480
30008;Allègre-les-Fumades;1003
33274;Martillac;3504
34148;Maraussan;4671
10099;Chessy-les-Prés;527
45245;Ouzouer-sur-Trézée;1124
37009;Autrèche;424
63398;Saint-Sauveur-la-Sagne;84
65229;Ilheu;50
67450;Schirrhoffen;762
2B134;L' Île-Rousse;3220
05037;Châteauvieux;528
65072;Bazet;1880
70369;Mont-Saint-Léger;48
53258;La Selle-Craonnaise;905
11239;Montauriol;82
76555;Saint-André-sur-Cailly;807
62893;Wimereux;6358
04219;Thorame-Haute;246
85040;La Caillère-Saint-Hilaire;1106
16215;Médillac;153
64441;Pagolle;256
70042;Autrey-le-Vay;96
14362;Lessard-et-le-Chêne;157
77426;Saint-Méry;333
33111;Caudrot;1106
21693;Villedieu;70
09035;Balaguères;197
67081;Dahlenheim;784
37264;Vallères;1324
43228;Saint-Victor-sur-Arlanc;90
58093;Cuncy-lès-Varzy;124
45288;Saint-Loup-des-Vignes;391
92026;Courbevoie;81516
03076;Chézy;217
02180;Chéry-lès-Pouilly;736
33088;Camps-sur-l'Isle;619
39431;Poids-de-Fiole;334
28015;Auneau;6288
19162;Perpezac-le-Noir;1239
62408;Hames-Boucres;1447
65131;Castelvieilh;242
34086;Courniou;616
64295;Labeyrie;108
25127;Charquemont;2835
23034;Brousse;30
19188;Saint-Bonnet-l'Enfantier;419
54242;Gye;279
89469;Perceneige;935
58020;Avril-sur-Loire;245
67009;Altwiller;375
01249;Miribel;10225
39130;Chaux-des-Prés;775
22265;Rospez;1787
12286;Vabres-l'Abbaye;1214
60210;Épineuse;275
76253;Étoutteville;833
53035;Bouchamps-lès-Craon;604
41032;Chailles;2691
56106;Larmor-Baden;865
80783;Vaux-Marquenneville;81
55045;Belrupt-en-Verdunois;545
06038;Châteauneuf-Grasse;3716
34149;Margon;736
76472;Notre-Dame-d'Aliermont;733
65029;Arras-en-Lavedan;495
01191;Izenave;155
71117;Châtenoy-en-Bresse;1088
51505;Saint-Masmes;511
21470;Origny;52
74240;Saint-Jean-de-Tholome;1107
77057;Bussières;561
09039;La Bastide-de-Bousignac;340
50126;Chavoy;135
66090;Jujols;43
02405;Landouzy-la-Ville;524
37056;La Chapelle-aux-Naux;564
22186;Pléneuf-Val-André;4063
62629;Noyellette;159
85001;L' Aiguillon-sur-Mer;2772
51260;Le Fresne;75
73011;Albertville;19812
39128;Chaussin;1547
44132;Pornichet;12121
56195;La Roche-Bernard;695
24174;Fanlac;140
46084;Creysse;310
08103;Charbogne;220
51280;Gratreuil;23
27189;La Croisille;417
64107;Béhorléguy;71
53153;Mézangers;623
22104;Languédias;553
09171;Lordat;66
77377;Presles-en-Brie;2313
30266;Saint-Jean-de-Maruéjols-et-Avéjan;852
71146;Cortambert;258
69207;Saint-Germain-au-Mont-d'Or;2978
32402;Saint-Paul-de-Baïse;107
08271;Manre;103
60163;Cormeilles;400
34230;Les Rives;152
82080;Labastide-du-Temple;1143
23143;Noth;492
21027;Asnières-lès-Dijon;1317
62289;Écuires;690
56207;Saint-Barthélemy;1168
38391;Saint-Guillaume;241
27614;Sancourt;171
19004;Albussac;735
61332;Pointel;309
68298;Sainte-Marie-aux-Mines;5049
63132;Cunlhat;1307
77126;Congis-sur-Thérouanne;1772
84030;Caromb;3458
47320;Villefranche-du-Queyran;404
67444;Scherlenheim;116
30044;Bonnevaux;80
08188;Gespunsart;980
78163;Civry-la-Forêt;357
82081;Labourgade;173
25350;Lougres;727
53001;Ahuillé;1859
50062;Boisyvon;105
15147;Parlan;463
41182;Pray;279
33289;Monségur;1591
79122;Fontenille-Saint-Martin-d'Entraigues;534
2B220;Piedigriggio;143
45016;Autry-le-Châtel;894
57440;Manhoué;141
73213;La Ravoire;9042
2B153;Manso;118
29144;La Martyre;760
06035;Castellar;1087
89191;Gland;47
21079;Blagny-sur-Vingeanne;127
31567;Vallesvilles;440
02449;Macogny;63
62855;Villers-au-Flos;246
66094;Latour-Bas-Elne;3221
12015;Auriac-Lagast;229
65212;Guchen;325
81154;Marnaves;80
62106;Bellonne;210
74194;Mûres;894
65175;Ferrère;39
16303;Saint-Bonnet;410
89113;Collemiers;666
01406;Servignat;175
63141;Durtol;2015
69130;Meaux-la-Montagne;229
41150;Mont-près-Chambord;3333
37155;Monthodon;642
38106;Cholonge;347
70214;Équevilley;121
21683;Viévy;359
71046;La Boulaye;93
32207;Leboulin;342
62587;Montigny-en-Gohelle;9870
55195;Fouchères-aux-Bois;128
61498;Vaunoise;97
83142;Trigance;210
03094;Creuzier-le-Vieux;3254
53113;Hambers;620
57176;Diebling;1673
11415;Villar-Saint-Anselme;121
24152;Domme;902
44082;Ligné;5451
54345;Manoncourt-en-Vermois;338
08312;Murtin-et-Bogny;183
10379;Torcy-le-Grand;449
91630;Le Val-Saint-Germain;1524
31046;Baren;12
80718;Saint-Sauveur;1329
05111;Puy-Sanières;274
55254;Les Trois-Domaines;121
67213;Hunspach;621
59043;Bailleul;14869
48166;Saint-Laurent-de-Trèves;289
37194;Reugny;1760
83140;Tourves;5160
62589;Mont-Saint-Éloi;1019
28323;Saint-Ange-et-Torçay;285
41225;Saint-Martin-des-Bois;581
32201;Lasseube-Propre;337
95211;Ennery;2383
73254;Sainte-Marie-d'Alvey;124
50428;Reffuveille;524
62330;Festubert;1266
74050;Burdignin;683
87091;Maisonnais-sur-Tardoire;381
25003;Abbenans;320
37012;Avon-les-Roches;544
28168;Gallardon;3589
53098;Fontaine-Couverte;423
22269;Runan;262
18253;Soulangis;461
12284;Le Truel;345
04095;L' Hospitalet;93
47108;Gaujac;242
31236;Herran;70
59634;Wallon-Cappel;788
82064;Gariès;126
70180;Courchaton;444
21366;Magny-lès-Aubigny;219
31225;Goutevernisse;187
54344;Mangonville;212
62770;Saint-Venant;3022
32096;Cazaubon;1662
55239;Haumont-près-Samogneux;0
14345;Jort;301
54571;Ville-en-Vermois;592
57283;Hagondange;9321
65012;Anla;75
04228;Valavoire;38
65366;Poueyferré;838
53269;Vautorte;618
43231;Salettes;148
60450;Neuilly-en-Thelle;4077
34102;Fontanès;353
76007;Anceaumeville;685
80586;Nesle-l'Hôpital;167
51587;Vadenay;234
67229;Jetterswiller;195
44078;Juigné-des-Moutiers;329
33364;Saillans;372
45100;Combleux;500
47295;Savignac-sur-Leyze;313
24212;Issigeac;746
07153;Mayres;262
69175;Savigny;1975
76401;La Mailleraye-sur-Seine;2518
59532;Saint-Georges-sur-l'Aa;296
70136;Charmoille;495
62240;Corbehem;2266
19084;Forgès;255
77434;Saint-Sauveur-lès-Bray;361
27161;Claville;1074
67388;Reichshoffen;5416
65360;Peyrouse;273
82130;Montjoi;170
40276;Saint-Michel-Escalus;316
82013;Beaumont-de-Lomagne;3768
77204;Germigny-sous-Coulombs;205
30336;Vallabrègues;1376
88272;Lironcourt;73
92012;Boulogne-Billancourt;119808
62582;Monchy-le-Preux;658
33285;Mombrier;453
37075;Cigogné;465
24202;Granges-d'Ans;145
2B221;Piedipartino;16
38152;Eclose-Badinières;1487
73252;Saint-Léger;251
03234;Saint-Gérand-de-Vaux;382
70113;Cenans;133
65286;Lourdes;13509
52162;Dammartin-sur-Meuse;200
21311;Grosbois-lès-Tichey;70
52376;Pansey;101
62641;Ostreville;204
41238;Savigny-sur-Braye;1949
31486;Saint-Hilaire;1645
78209;Émancé;891
27448;Pacy-sur-Eure;5001
59568;Sercus;484
86276;Usson-du-Poitou;1236
59602;Tressin;1395
21287;Fresnes;152
09293;Serres-sur-Arget;725
79226;Le Retail;274
70520;Vanne;123
74213;Poisy;8773
38509;La Tour-du-Pin;8138
33055;Blaignan;454
43170;Saint-Beauzire;450
71016;Azé;1079
30256;Saint-Gervais;792
15255;Vézac;1297
32204;Lavardens;365
86147;Marigny-Chemereau;604
52141;Condes;294
21501;Pouilly-en-Auxois;1546
63059;Busséol;222
24513;Saint-Vincent-sur-l'Isle;311
54114;Champey-sur-Moselle;321
41001;Ambloy;189
60573;Sainte-Eusoye;338
09009;Alzen;266
10148;Ferreux-Quincey;407
16062;Brie-sous-Barbezieux;120
83050;Draguignan;39745
56141;Moustoir-Ac;1714
51425;Passy-Grigny;373
35259;Saint-Broladre;1152
91080;Boissy-le-Cutté;1355
26200;Montfroc;92
74001;Abondance;1488
73240;Sainte-Hélène-du-Lac;816
62840;Vélu;132
52539;Violot;65
34099;Ferrières-les-Verreries;47
40229;Pontenx-les-Forges;1698
26240;Plan-de-Baix;159
94052;Nogent-sur-Marne;33472
60205;Élencourt;49
14528;Quetteville;399
66078;Fillols;202
41214;Saint-Hilaire-la-Gravelle;661
76092;Beuzevillette;617
68103;Geispitzen;509
31108;Cardeilhac;262
47012;Anzex;317
33153;Doulezon;271
12088;Curières;219
53214;Saint-Erblon;158
30120;Gagnières;1089
21441;Mont-Saint-Jean;246
52119;Chaudenay;343
70292;Jussey;1542
41116;Lisle;190
58210;Planchez;305
29226;Poullan-sur-Mer;1472
06130;Saint-Vallier-de-Thiey;3667
33002;Aillas;822
76550;Sahurs;1219
67449;Schirrhein;2272
24135;Cornille;690
26337;Saulce-sur-Rhône;1848
88477;Trampot;101
66195;Le Soler;7846
08481;Villers-sur-Bar;247
01385;Saint-Rémy;943
67160;Goersdorf;1054
71444;Saint-Loup-de-Varennes;1226
31033;Auterive;10126
22071;Guitté;725
14682;Surville;471
51219;Drosnay;204
76602;Saint-Maclou-de-Folleville;614
63098;Chastreix;231
08065;Bièvres;46
70040;Autrey-lès-Cerre;241
60084;Bonnières;189
62763;Saint-Michel-sur-Ternoise;847
2A285;Sorbollano;69
38203;Laffrey;468
63360;Saint-Hilaire;148
34287;Saint-Saturnin-de-Lucian;276
89152;Épineau-les-Voves;726
10328;Rouilly-Sacey;388
79230;Rom;821
44201;Sucé-sur-Erdre;7366
33358;Romagne;477
65348;Ourdis-Cotdoussan;44
33420;Saint-Hippolyte;131
79213;Pompaire;2032
68210;Mittlach;336
29246;Saint-Eloy;221
43012;Aurec-sur-Loire;6171
34005;Agonès;304
59128;Capinghem;2474
88279;Madecourt;49
80369;Frohen-sur-Authie;240
58275;Saxi-Bourdon;279
50369;Négreville;830
08482;Villers-sur-le-Mont;102
07170;Pailharès;266
66146;Porta;113
71031;Berzé-le-Châtel;57
59291;Hautmont;14182
76108;Bois-Guillaume;14262
26273;Rochefort-Samson;1038
59358;Looberghe;1206
89371;Sainte-Vertu;73
70355;Montarlot-lès-Rioz;314
89041;Beugnon;293
37082;Continvoir;458
02496;Monnes;96
76227;Ectot-l'Auber;703
73177;Montvernier;235
34031;Bessan;5572
02687;Saint-Pierre-Aigle;336
65254;Laméac;143
64079;Aurions-Idernes;105
64046;Armendarits;386
48085;Laval-du-Tarn;98
56029;Calan;1257
22214;Plouézec;3110
85277;Saint-Vincent-sur-Graon;1570
55559;Villeroy-sur-Méholle;54
35317;Saint-Symphorien;601
88086;Champ-le-Duc;493
24140;Cours-de-Pile;1548
32149;Gondrin;1184
59147;Choisies;46
59338;Ledringhem;629
62020;Alembon;628
47316;Varès;660
12301;Villeneuve;1964
22156;Moustéru;639
23157;La Pouge;96
37222;Saint-Jean-Saint-Germain;749
45344;Villorceau;1074
91687;Viry-Châtillon;31045
41140;Millançay;713
24428;Saint-Jory-de-Chalais;562
18087;Dun-sur-Auron;3572
43227;Saint-Victor-Malescours;810
15269;Besse;131
77279;Marolles-sur-Seine;1812
16301;Saint-Aulais-la-Chapelle;226
64275;Ispoure;675
02137;Bussiares;141
05179;Veynes;3238
69145;Odenas;938
88403;Rozerotte;189
79355;Vouillé;3431
79215;Pougne-Hérisson;366
17356;Saint-Loup;310
36063;Déols;7625
48029;Le Born;153
26005;Allan;1874
24383;Saint-Capraise-d'Eymet;166
41249;Souesmes;1028
56119;Locoal-Mendon;3507
33025;Baigneaux;445
38525;Vasselin;462
62638;Oisy-le-Verger;1188
35167;Martigné-Ferchaud;2608
51198;Crugny;667
71249;Laives;973
68355;Waldighofen;1551
21085;Bligny-le-Sec;143
95019;Arnouville;14585
05100;Pelleautier;815
11417;Villarzel-du-Razès;97
77091;Les Chapelles-Bourbon;469
33516;Soussac;188
59419;Mouchin;1441
67373;Pfalzweyer;320
53218;Sainte-Gemmes-le-Robert;780
14343;Les Isles-Bardel;70
52332;Val-de-Meuse;1813
46156;Laroque-des-Arcs;1201
33236;Lège-Cap-Ferret;8193
18246;Savigny-en-Sancerre;1110
84114;Saint-Pantaléon;191
10360;Saint-Pouange;994
67278;Mackwiller;539
18145;Menetou-Salon;1614
35194;Montreuil-sous-Pérouse;1029
54185;Étreval;59
31111;Castagnac;309
02330;Francilly-Selency;562
06057;L' Escarène;2563
56114;Locmaria;964
77212;Gravon;161
62384;Graincourt-lès-Havrincourt;655
77265;Luzancy;1070
25314;Indevillers;260
46251;Saint-Céré;3438
54378;Montigny-sur-Chiers;471
02450;Macquigny;358
76406;Maniquerville;432
70084;Boulot;652
95091;Bouffémont;6584
43199;Saint-Jeures;972
17083;Champagne;622
10329;Rouilly-Saint-Loup;528
61414;Saint-Langis-lès-Mortagne;872
44194;Sautron;8512
51591;Vandeuil;165
80750;Tertry;141
80736;Sorel-en-Vimeu;225
89012;Annoux;82
27384;Manneville-la-Raoult;489
79034;Bessines;1828
26377;Vinsobres;1017
57425;Luppy;581
13004;Arles;50415
80475;Liéramont;214
64215;Espiute;107
82001;Albefeuille-Lagarde;602
80129;Bouzincourt;536
14194;Courtonne-les-Deux-Églises;635
13029;Cornillon-Confoux;1571
48124;Recoules-de-Fumas;101
57300;Haselbourg;308
42314;La Tuilière;279
23257;Vallière;714
61021;Avrilly;97
16187;Linars;2096
51327;Loisy-en-Brie;174
52327;Moëslains;456
51387;Moslins;285
21430;Montigny-Saint-Barthélemy;83
40286;Samadet;1131
74044;Bossey;979
43172;Saint-Bonnet-le-Froid;214
76209;Dampierre-en-Bray;446
86266;Surin;130
38392;Saint-Hilaire-de-Brens;599
55459;Saint-Joire;235
02057;Beaurevoir;1368
43147;Paulhac;623
37158;Montreuil-en-Touraine;759
43047;Chadron;340
67099;Domfessel;278
02408;Laon;24021
02812;Villers-Hélon;199
15196;Saint-Mamet-la-Salvetat;1543
07196;Rocles;261
31592;Larra;2181
76096;Biville-la-Baignarde;659
31144;Cierp-Gaud;707
22109;Lanloup;237
67122;Wangenbourg-Engenthal;1337
51396;Nesle-le-Repons;136
22324;Saint-Quay-Perros;1285
44005;Arthon-en-Retz;7184
63097;Chassagne;80
42091;Estivareilles;696
2B352;Ville-di-Paraso;208
76441;Monchaux-Soreng;616
11066;Camurac;106
14602;Saint-Lambert;268
89196;Guerchy;1755
46083;Cressensac;1140
60237;Fléchy;87
17400;Saint-Sever-de-Saintonge;635
07343;Vinezac;1397
39413;La Pesse;330
84150;Visan;1902
28127;Dangeau;1247
77012;Augers-en-Brie;285
16403;Le Vieux-Cérier;130
33519;Le Taillan-Médoc;10727
22306;Saint-Judoce;578
65150;Clarens;491
62223;Chérisy;290
17054;Boresse-et-Martron;201
76700;Tôtes;1575
79342;Vernoux-en-Gâtine;573
51639;La Ville-sous-Orbais;40
85132;Maillé;752
95214;Épinay-Champlâtreux;62
80412;Hamelet;642
25273;Glamondans;199
18219;Saint-Laurent;510
73068;Chamousset;606
03138;Lapalisse;3137
25436;Orve;56
21681;Vieux-Château;93
34296;Saussines;985
76341;Harfleur;8315
52463;Saudron;43
13033;Ensuès-la-Redonne;5768
37032;Bournan;275
48061;Florac;2096
32103;Chélan;171
52373;Ozières;31
47143;Lavardac;2287
10259;La Motte-Tilly;365
59556;Sassegnies;260
34143;Loupian;2195
57462;Metting;441
23246;Saint-Sulpice-les-Champs;345
64211;Eslourenties-Daban;372
68109;Griesbach-au-Val;687
59187;Éclaibes;265
72199;Moitron-sur-Sarthe;274
22372;Trémuson;2201
28161;Frazé;493
62856;Villers-Brûlin;369
70463;Saint-Gand;144
25065;Blarians;54
95610;Théméricourt;295
14357;Lassy;895
61290;Montreuil-au-Houlme;128
68041;Blodelsheim;1972
65106;Bourisp;182
15265;Ydes;1624
59099;Bousies;1771
44169;Saint-Julien-de-Concelles;7653
62869;Wailly;1081
88243;Housseras;488
43049;Chamalières-sur-Loire;507
37241;Savigné-sur-Lathan;1321
76274;La Fontelaye;25
18267;Trouy;4005
57040;Aulnois-sur-Seille;299
21093;Bouix;149
68249;Orbey;3453
63034;Beauregard-l'Évêque;1577
30175;Montclus;181
26350;Teyssières;67
78403;Mézy-sur-Seine;2287
